text,date
"A wish. A prayer. A song. A legend. Khaadi collaborates with the glorious Abida Parveen with the hope for a united  Pakistan.
#MainBhiPakistanHoon",08/08/2019
"#KhaadiPretEidCollection borrows elements from evenings spent on a traditional rooftop, bright leaves, pastel skies and the gold nuance of autumn sunsets.

Available in stores and online https://bit.ly/2OyaFVp

#KhaadiPret #Khaadi",26/07/2019
"A tribute to the women of the East, Khaadi Festive Collection reprints the portraits from the timeless past into a contemporary present. Khaadi Unstitched Festive Collection 2019, now in stores & online https://bit.ly/30lDXYn
#khaadiunstitched #khaadifestivecollection19 #khaadi",10/07/2019
"The Khaadi Global Sale!
Avail amazing discounts in Pakistan, UAE, UK, Bahrain, USA & Canada. Visit respective country pages for further details.

Pakistan: Khaadi
UAE: @KhaadiUAE
UK: @KhaadiUK
Bahrain: @KhaadiBahrain
USA: https://khaadi.com/usa
Canada: https://khaadi.com/ca",19/06/2019
"Our inspiration comes from the artistic masterpieces that were a confluence of global cultural references and imaginative minds. Poetic expressions that found their canvas in painting, gem-crafting, wood carving and embroidery that created wonder across eras. 
#KhaadiPret #Khaadi",22/05/2019
"Khaadi Kids' brings a variety of new outfits for boys and girls in fresh and vibrant colours. A one stop solution for every mother! 
Now in stores and online at https://bit.ly/2zewn5u
#KidsCollection #KhaadiKids #Khaadi",16/03/2019
"Our Khanewal store is now open! 
Visit us today and shop your Khaadi favourites now!
#KhaadiKhanewal #KhaadiStore #Khaadi",16/03/2019
"We are proud to announce the opening of our first ever store in Bahrain, making it Khaadi's 21st International Store across the world! 
#KhaadiBahrain #Khaadi",14/03/2019
"We believe in empowering and appreciating the wonderful women around us! 
#InternationalWomensDay #HappyWomensDay2019 #WomensDay",08/03/2019
"Introducing Khaadi Home's new collection, at great prices. 
Discover quality bed linen, tableware, bathroom accessories and more. Now available in stores and online https://bit.ly/2SAtF2a
#WelcomeHome #KhaadiHome #Khaadi",01/03/2019
"‘And then flowers will bloom in the most unexpected places’ 
Discover the ‘Tale of Spring’ with Khaadi.
#TaleOfSpring #KhaadiUnstitched #KhaadiPret #KhaadiKids #KhaadiHome #Khaadi",17/02/2019
"Discover the Tale of Spring through Khaadi Unstitched, Pret, Kids and Home. A colourful journey that completes your lifestyle.
#TaleOfSpring #KhaadiUnstitched #KhaadiPret #KhaadiKids #KhaadiHome #Khaadi",16/02/2019
"Discover the Tale of Spring through Khaadi Unstitched, Pret, Kids and Home. A colourful journey that completes your lifestyle.
#TaleOfSpring #KhaadiUnstitched #KhaadiPret #KhaadiKids #KhaadiHome #Khaadi",16/02/2019
"Discover the Tale of Spring through Khaadi Unstitched, Pret, Kids and Home. A colourful journey that completes your lifestyle.
#TaleOfSpring #KhaadiUnstitched #KhaadiPret #KhaadiKids #KhaadiHome #Khaadi",16/02/2019
,15/02/2019
"Khaadi’s homage to neo traditions continues as we say hello to neo spring. 
Cherish the Tale of Spring through Khaadi Unstitched, Pret, Kids and Home to enjoy the mystical hues that surround us.
#TaleOfSpring #KhaadiUnstitched #KhaadiPret #KhaadiKids #KhaadiHome #Khaadi",15/02/2019
"20 years of glorious green – 20 years of Khaadi.
#KhaadiTurns20 #VibrantYou #20YearsOfKhaadi #Khaadi",04/01/2019
"20 years of radiant red – 20 years of Khaadi.
#KhaadiTurns20 #VibrantYou #20YearsOfKhaadi #Khaadi",31/12/2018
"20 years of incredible indigo – 20 years of Khaadi.
#KhaadiTurns20 #VibrantYou #20YearsOfKhaadi #Khaadi",27/12/2018
"20 years of vibrant orange – 20 years of Khaadi.
#KhaadiTurns20 #VibrantYou #20YearsOfKhaadi #Khaadi",12/12/2018
"Visit Khaadi and shop for your favorites from The Great Khaadi Sale, in stores and online https://bit.ly/2FYTMti
Avail up to 50% off on selected items till stocks last.
#TheGreatKhaadiSale #KhaadiSale #Sale #Khaadi",16/11/2018
"The Great Khaadi Sale upto 50% off on selected stock. Starts Nov 16.
#TheGreatKhaadiSale #KhaadiSale #Sale #Khaadi",15/11/2018
"This is for our customers who have made us the Pakistani Icon we are today.
#Khaadi #HSA18 #HumStyleAwards #RetailBrandOfTheYear",02/09/2018
"Khaadi apnay customers ka jazba dekh kar, ab 14th August ko aap ke kharch kiye huay paisay ka 50% water aur 50% Pakistan ki taraqi ke dusray projects ko donate karega.
#HumBhiPakistanHain #KhaadiLovesPakistan",15/08/2018
"Khaadi celebrates the spirit of independence by donating it’s 14th August proceeds every year towards building a better Pakistan.
#HumBhiPakistanHain #KhaadiLovesPakistan",15/08/2018
"Khaadi says Thank You! 
Look at what our customers said about our Independence Day initiative to make our country prosperous and resilient.
#HumBhiPakistanHain #KhaadiLovesPakistan",15/08/2018
"Khaadi says Thank You! 
Look at what our customers said about our Independence Day initiative to make our country prosperous and resilient.
#HumBhiPakistanHain #KhaadiLovesPakistan",15/08/2018
"Khaadi says Thank You! 
Look at what our customers said about our Independence Day initiative to make our country prosperous and resilient.
#HumBhiPakistanHain #KhaadiLovesPakistan",15/08/2018
"A video of Khaadi’s Founder and CEO, Shamoon Sultan speaking at Khaadi’s 14th August celebrations. The company announced it would celebrate Independence Day annually by donating 100 percent of what customers spend on 14th August to Pakistan.
#HumBhiPakistanHain",14/08/2018
"#Khaadi 14th August ko aap k kharch kiye huay paisay ka aadha hissa aap ki pasand kay shobey Pani, Sehat, Taleem, Safai Suthrai ya Maholeyaat mein se kisi ek ke liye atiya karega.
Yahan click kar ke apni pasand humein batayein: http://bit.ly/2M8kt6T 
#HumBhiPakistanHain",11/08/2018
"Iss 14th August, Ao Khaadi ke sath mil kar apne watan ko azeemtar banayein kyunke #HumBhiPakistanHain

Khaadi 14th August ko aap k kharch kiye huay paisay ka aadha hissa aap ki pasand kay mutabiq atiya karega. 

Apni pasand humein batayein: http://bit.ly/2M92GMx",11/08/2018
"Capturing the the essence of banjara style traditional embroidery evoking the beauty of the East. 
Now available in stores and online https://bit.ly/2yRMTf0 
#KhaadiMidsummer #KhaadiUnstitched #Khaadi",25/07/2018
"Celebrating the season with vibrant Eastern colours to brighten your surroundings in brosha embroidered designs with chiffon dupattas.
Now available in stores and online https://bit.ly/2yRMTf0 
#KhaadiMidsummer #KhaadiUnstitched #Khaadi",25/07/2018
"Tracing the turns of time for recreating modern women with traditional aesthetics and designs.
Now available in stores and online https://bit.ly/2O1TpU3
#KhaadiClassics #KhaadiUnstitched #Khaadi",24/07/2018
"Celebrating the feminine beauty with floral designs and metallic printing.
Now available in stores and online https://bit.ly/2O1TpU3 
#KhaadiClassics #KhaadiUnstitched #Khaadi",24/07/2018
"A feminine collection of embellished chiffon. Strikingly vibrant and subtle colours accented beautifully with floral and geometric elements. 
Now available in stores and online https://bit.ly/2O1TpU3 
#KhaadiClassics #KhaadiUnstitched #Khaadi",23/07/2018
"#Khaadi Classics brings a variety of fabrics such as printed chamois silk, embroidered chiffon suits along with gold and paste printed designs with chiffon dupattas.
Complete catalogue now up on Facebook 
Launching in stores and online on July 21st. 
#KhaadiUnstitched",19/07/2018
"Exploring the feel of feminine beauty with traditions of the past as Khaadi brings a variety of fabrics such as printed chamois silk, embroidered chiffon suits along with chiffon dupattas. Launching in stores and online on July 21st. #KhaadiClassics #KhaadiUnstitched #Khaadi",19/07/2018
"Celebrate the glory of the Eastern beauty, inspired from geometric patterns and florals in this oriental collection from the Subcontinent. 
Now available in-stores and online!

#NewTwistToTraditions
#EmbroideredShirt
#DelicateEmbroidery 
#SummerPastels
#EasternElegance",03/07/2018
"Explore the vivid colours of the East as you dazzle in the “Native Elegance”. Now available in-stores and online at http://khaadi.com 

#SubcontinentalBlockPrinting
#ColoursOfTheEast
#EleganceRedefined
#ClassicBlacks",03/07/2018
"Take a sip of splendor, and honor the rich traditions that inspire this beautiful and vibrant collection.
Now available in-stores and online at http://khaadi.com
#ANewTwistToAnOldTale
#RichHues
#StrikingCombination
#ClassicOffWhites
#KhaadiUnstitched
#KhaadiMidsummer",02/07/2018
"Dazzle in pastel hues this summer as your style tells a timeless tale of traditions.
Now available in-stores and online!
#StaplePastels
#PerfectDuo
#StrikingHues
#EmbroideredBrosha
#KhaadiMidSummerCollection",01/07/2018
"Let the blossoming flowers show you vivid colours and a rich history of the exotic East with their beautifully embroidered patterns and prints on lawn. 
Now available in-stores and online!
#VividColours #ExoticEast #EasternElegance
#TalesOfTheEast #KhaadiMidSummerCollection",30/06/2018
"Diffuse in the vibrant colours printed from the tales of the East. All made with a blend of traditional block printing, motifs, strips and susi adding a cultural look to a modern style.
Available in-stores and online now!
#TalesOfTheEast #VibrantColours
#KhaadiMidSummerCollection",29/06/2018
"Celebrate the magnificence of the East as the vivid colours and the rich history trace the turning of time with Khaadi’s Mid-Summer Collection. Available in-stores & online starting June 29. 
#ColoursOfTheEast #FusionOfBrightness #MidSummerCollection #KhaadiUnstitched",28/06/2018
"This season, celebrate the magnificence of the East with Khaadi’s Mid-Summer Collection. Available instores and online from June 29th. #ColoursOfTheEast #FusionOfBrightness #MidSummerCollection #KhaadiUnstitched",26/06/2018
"#TheFold is Pakistan’s entry at La Biennale di Venezia 2018. The Biennale is considered the Oscars of architecture. 
Khaadi, Pakistan’s premier fashion retail brand, is the official sponsor and enabled Pakistan’s participation.
#BiennaleArchitettura2018 #FreeSpace",31/05/2018
"Bringing you a mix of colours and prints, 2-Piece Unstitched Lawn Collection is now in stores!
For online shopping, visit http://khaadi.com.",26/05/2018
"Inspired from heritage and finished with a touch of modern accents offering a variety of embroidered fabrics, #KhaadiUnstitched Luxury Collection launches today.

Now available in stores and online https://bit.ly/2KycRWC
#Khaadi #UnstitchedLuxuryCollection",05/05/2018
"Welcome the festive season with the Limited Edition Unstitched Luxury Collection. Inspired from heritage and finished with a touch of modern accents offering a variety of embroidered fabrics. https://youtu.be/0ytW7_ZPY3Q via 
@YouTube",02/05/2018
"Welcome the new Unstitched Luxury collection with a versatile range of fabrics. The hues are inspired by a luxurious palette offering designs for every occasion. In-stores starting May 5.
#Khaadi #KhaadiUnstitched #KhaadiLuxuryCollection",01/05/2018
"This summer the new #Unstitched #Luxury Collection gives you vibrantly contrasting patterns with rich floral and geometric embroidery inspired by ethnic and traditional motifs. 

In stores and online starting May 5!",30/04/2018
"Pret | Denim Collection.
Upgrade your summer staples with the eastern interpretation of the Denim wear by #Khaadi.
Intricately embroidered designs highlighting the trendy, minimal and chic looks for the Summer of 2018.",26/04/2018
Thank you for the support. All our employees at Bahadurabad are safe and accounted for. Our prayers are with our neighbours at AlKaram and the residents of the building where we are co-located. We thank the emergency services for their efforts in ensuring the fire was contained.,13/04/2018
"Endowed with serenity & freshness, Khaadi’s Unstitched Summer Lawn is a melange of breathtaking prints and vivacious colours. 
Launching in stores and online, April 7.
#Khaadi #KhaadiUnstitched #KhaadiSummerLawn #KhaadiLawn https://youtu.be/vgLI_h9nnPo via 
@YouTube",04/04/2018
"Celebrating #Resolution & #Pakistan!
Avail 30% off on selected items from 23rd-25th March, at all #Khaadi stores in Pakistan and online http://khaadi.com
#MainBhiPakistanHoon #KhaadiLovesPakistan #PakistanDay #23MarchPakistanDay #23rdMarch #23rdMarch2018 #PakistanZindabad",21/03/2018
"Celebrating oneness on #ResolutionDay. Let’s be proud to call ourselves Pakistanis.
#MainBhiPakistanHoon #KhaadiLovesPakistan #PakistanDay #23MarchPakistanDay #23rdMarch #23rdMarch2018 #Pakistan #PakistanZindabad",20/03/2018
"Traditional patterns and hues reflecting a classic style, on denim, yarn dyed fabric and Jacquard. #KhaadiPret Spring 2018 is all about colourful embroidery and a wide variety of fabric reflecting the richness of cultures.
#Khaadi #LaunchingSoon",14/03/2018
"Denim espadrilles with geometric style, monochrome weave add verve to these casual flats.
Available in stores and online http://bit.ly/2Igl6W5
#Khaadi #KhaadiAccessories",11/03/2018
"We lead, imagine and create what #Khaadi stands for.
For us, everyday is Women’s Day! 
#WomensDay #InternationalWomensDay #WomensDay2018 #internationalwomensday2018",08/03/2018
"Inspired by festive geometric motifs, this printed silk net kurta from #KhaadiKhaas is befitted for any gathering.

In stores and online: http://bit.ly/2D1dZx9
#Khaadi",07/03/2018
"Experience the classic touch of tranquil hues with the Unstitched Classic Collection! In stores and online at http://khaadi.com.
#Khaadi #KhaadiUnstitched #KhaadiClassics",01/03/2018
"It's all about classic vibes this season. 
Shop our range of versatile designs and floral patterns from the Unstitched Classic Collection. 
Now available in stores and online at http://khaadi.com",28/02/2018
"Amalgamation of deep tones and tranquil hues, the Unstitched Classic Collection is now available in stores and online at http://bit.ly/2CcaJ6f 

#Khaadi #KhaadiUnstitched #KhaadiClassics",27/02/2018
"Khaadi Unstitched Classic collection brings you hues of spring. 
Available in stores and online at http://khaadi.com
#Khaadi #KhaadiUnstitched #KhaadiClassics",26/02/2018
"Shop at #Khaadi and visit the ‘STITCH MY FABRIC’ stall at Dolmen Mall Clifton, Khi from 23rd to 26th of Feb, 2018 to get your favorites from #KhaadiUnstitched Spring ’18 Vol. 1 stitched for free!

*Terms & Conditions Apply, visit Facebook for complete details.",23/02/2018
"Inspired by the shades of spring, offering a wide rang of versatile designs , #KhaadiUnstitched Classic Collection is available in stores and online http://khaadi.com 

#Khaadi #KhaadiClassics",21/02/2018
"Find out what's trending and how you can style a perfect spring look from the new Unstitched collection!

Tropical Escape, Unstitched Lawn Spring Vol.1 available in stores and online http://khaadi.com.
#Khaadi #KhaadiUnstitched #KhaadiLawnSpring #TropicalEscape",21/02/2018
"Find out what's new and what's in with Khaadi's top spring trends to try this season!

Tropical Escape, Unstitched Lawn Spring Vol.1 available in stores and online http://khaadi.com.
#Khaadi #KhaadiUnstitched #KhaadiLawnSpring #TropicalEscape",20/02/2018
"Shop for a wide variety of prints, embroideries and colours from our 2 piece and 3 piece Spring Collection Vol.1, available in stores and online at http://khaadi.com

#Khaadi #KhaadiUnstitched #KhaadiLawnSpring #TropicalEscape",19/02/2018
"LAUNCH DAY!
A bright and deep colour palette with a wide range of prints. A collection to give you the perfect start to spring.

Visit your nearest Khaadi store today or shop online at http://khaadi.com 

#Khaadi #KhaadiUnstitched #KhaadiLawnSpring #TropicalEscape",17/02/2018
"Introducing our #UnstitchedClassic collection, offering a wide range of versatile design displaying a mix of tribal sensibilities, deeper tones, floral patterns.

In stores and online 17th Feb, http://khaadi.com
#Khaadi #KhaadiUnstitched",16/02/2018
"Inspired by a tropical escape, our collection embodies freshness, color and radiance. 
#KhaadiUnstitched Lawn Spring Vol.1 launches on 17th Feb, in stores and online http://khaadi.com

https://youtu.be/HbKchRW07oo via 
@YouTube


#Khaadi #TropicalEscape",14/02/2018
"#KhaadiUnstitched Lawn Spring Vol.1 launches in stores and online on 17th of Feb, http://khaadi.com, for complete catalogue visit: http://bit.ly/2Cl7Uel

#Khaadi #KhaadiLawnSpring #TropicalEscape",14/02/2018
"This ode to travel is an expression of bright and deep colors, freshness and radiance. 
With a wide range of prints, #Khaadi Unstitched Lawn Spring Vol.1 launches in stores and online on 17th Feb.

#KhaadiUnstitched #KhaadiLawnSpring #TropicalEscape",14/02/2018
"Khaadi Unstitched Lawn Spring Vol.1 brings you freshness, colour and radiance. 
Can you guess this tropical location?

#Khaadi #KhaadiUnstitched #KhaadiLawnSpring #TropicalEscape",13/02/2018
"Get ready for #TheAmazingKhaadiSale, starting on the 20th of Jan. 
Are you ready to shop your heart out? 
#Khaadi #KhaadiSale",19/01/2018
"Follow the citrusy glow with Khaadi’s Pret Winter Collection, in stores and online http://khaadi.com
#KhaadiPretWinter #KhaadiPret",18/12/2017
"Check out Khaadi Pret’s Winter Collection, available in stores now. 
#KhaadiPretWinter #KhaadiPret",18/12/2017
"Taking inspiration from the cultures of the world, and a fresh blend of outdoor and natural textures, #KhaadiPret brings you an eclectic range of outfits for your wardrobe. 

#Khaadi #KhaadiPretWinter",17/12/2017
"The wait is almost over!
Unveiling #KhaadiPretWinter Collection.

Are you ready?
#Khaadi #KhaadiPret",17/12/2017
"The perfect time to don fabric that reflects the warmth you desire.
Winter Tales Unstitched Vol. 2 launching in stores and online on December 9.
#WinterTales #KhaadiWinterCollection #KhaadiUnstitched https://youtu.be/X2sjohIukoM via 
@YouTube",08/12/2017
"Cosy combination of design and texture, reflecting traditions - Winter Tales, Unstitched Winter Vol. 2 launching in stores and online on 09.12.17
#WinterTales #KhaadiWinterCollection #KhaadiUnstitched #WinterVol2 #Unstitched #UnstitchedCollection #Khaadi #LaunchingSoon",05/12/2017
"Winter Tales, reflects the warmth you desire this season!
Khaadi Unstitched Winter Vol. 2, launching on December 9 in stores and online at http://khaadi.com
#WinterTales #KhaadiWinterCollection #WinterVol2 #Unsticthed #UnstitchedCollection  #KhaadiUnstitched #LaunchingSoon",04/12/2017
"A glimpse of Khaadi Home at LuckyOne Mall. 

Visit to avail FLAT 40% OFF for 40 hours non-stop this Saturday 9 AM.
#KhaadiLuckyOne",10/11/2017
"This Saturday, 11th Nov 9 AM at LUCKYONE Mall, Karachi.
#KhaadiLuckyOne #KhaadiStoreLaunch #KhaadiLargestStore",10/11/2017
"Are you ready? 
#KhaadiLuckyOne #KhaadiStoreLaunch #KhaadiLargestStore",10/11/2017
"Guess the location?
#Khaadi #KhaadiStoreLaunch #OpeningSoon",07/11/2017
"The wait is almost over!
#Khaadi #KhaadiStoreLaunch #LaunchingSoon #OpeningSoon",07/11/2017
"#KhaadiKids western wear, now in stores and online http://khaadi.com
https://youtu.be/IDiUrVI2DJc via 
@YouTube",05/11/2017
"Embrace the gentle breeze of winter in Khaadi’s Winter Collection launching on the 28th of October https://youtu.be/3cORbRLwD9g via 
@YouTube",26/10/2017
"A touch of golden light and winter breeze is coming your way. Stay tuned!
#KhaadiWinterCollection",24/10/2017
"Step into fall in modern silhouettes, rich textures and deep tones with the Khaadi pret fall fresco collection. 
In stores and online.",14/10/2017
"Let the colours flow and dance as they come together to bring out your peek with Khaadi's latest Pret Satin Collection.
Available in stores.",13/10/2017
,12/10/2017
"Experience the exuberance of botanical gardens in Khaadi’s unstitched cambric collection. 
Available in stores and online
#TheCambricStory",03/10/2017
"Timeless classics by Khaadi Man.
Latest collection in stores and online.
#KhaadiMan",22/08/2017
"This Eid, add a classic touch to your wardrobe with timeless pieces from Khaadi Man’s latest collection.
In stores and online.
#KhaadiMan",22/08/2017
"Trend alert!
Khaadi Pret Denim collection now available in stores and online.
#KhaadiPret",18/08/2017
"Open your doors to Autumn with our new bed sheet collection, featuring vivid colors and alluring prints.
#KhaadiHome",17/08/2017
"A contemporary take on traditional designs, our signature ceramic range offers porcelain perfection. 
#KhaadiHome",16/08/2017
"Khaadi Home offers a wide range of tableware in eclectic colors and imperial designs, available at selected #Khaadi stores.
#KhaadiHome",16/08/2017
"A wide range of printed & embroidered cushion covers crafted in the finest fabric, available at selected #Khaadi stores
#KhaadiHome",16/08/2017
"Let's celebrate Independence and Inclusion. LET'S CELEBRATE PAKISTAN!
#MainBhiPakistanHoon",11/08/2017
"Our new store in Peshawar is a testament of our dedication to create spaces that bring together art, design and culture.
#KhaadiPeshawar",25/06/2017
"Stay on top of your style game with Khaadi Man's latest Eid Collection!
Now in-stores and online http://khaadionline.com 
#KhaadiMan",19/06/2017
"A trendy summer wear with vibrant floral print is just oh-so perfect!
#KhaadiPret #FlowersOfTheEast",26/05/2017
"Fill your wardrobe with our vibrant and chic new arrivals.
Khaadi Pret, in stores and online at http://bit.ly/2rbTNH8.",23/05/2017
"Fall in love this season with our new prints and modern cuts. 
Khaadi Pret new arrivals, in stores and online at http://bit.ly/2rbTNH8.",23/05/2017
"Threading together the essence of Eastern culture with the #KhaadiEidCollection 

Available in-stores or shop online http://khaadionline.com",21/05/2017
"#KhaadiEidCollection available in-stores or shop online now: http://bit.ly/2r3wdwd
View catalogue: http://bit.ly/2q4ool1",21/05/2017
"Celebrating luxury fabrics and pastel hues with the #KhaadiEidCollection

Available in-stores or shop online http://khaadionline.com",20/05/2017
"Unveiling the festive story of Eastern splendour with the new unstitched #KHAADIEIDCOLLECTION.

http://khaadionline.com",20/05/2017
Indulge in the true essence of Eid with a touch of luxury. #KhaadiEidCollection now available online at http://khaadi.com,19/05/2017
"Visit http://khaadionline.com and be the first one to get your hands on our much anticipated #KhaadiEidCollection 

Happy Shopping =)",19/05/2017
"#KhaadiEidCollection launching in-stores and online on 20th May! 
To view complete catalogue visit http://khaadionline.com",18/05/2017
#KhaadiEidCollection - Coming Soon!,17/05/2017
Pretty print that can be mixed and matched with so many colours!,17/05/2017
Fun summer holiday dresses that they will be obsessed with!,16/05/2017
"Ready to wear Khaadi Khaas digital collection, in store now!
#KhaadiKhaas",16/05/2017
Let the little ones have some fun in our graphic tee collection.,16/05/2017
Make them enjoy the summer in our tropical and colourful range of Khaadi Kids collection.,15/05/2017
"You know it is a must-have summer dress, when there is frill involved!",15/05/2017
"Words of wisdom on Mother's Day from 
@mehreenjabbar
 #KhaadiMom #ThanksMom",14/05/2017
"She is irreplaceable - Ali Kazmi. 
#KhaadiMom #ThanksMom #HappyMothersDay",14/05/2017
"The greatest gift of life, Zahir Rahimtoola Mother's Day message. 
#KhaadiMom #ThanksMom #HappyMothersDay",14/05/2017
"Mishal Naek celebrates Mother's Day with Khaadi! 
#KhaadiMom #ThanksMom #HappyMothersDay",14/05/2017
"I am who I am today because of you! Redah Misbah
#KhaadiMom #ThanksMom #HappyMothersDay",14/05/2017
"This Mother's Day, Salina Taqi thanks her mom for all that she has done! 
#KhaadiMom #ThanksMom #HappyMothersDay",14/05/2017
"Dear Ma, I love you - Nadia Jamil 
#KhaadiMom #ThanksMom #HappyMothersDay",14/05/2017
"Thank you mom for always being there, Maria Memon! 
#KhaadiMom #ThanksMom #HappyMothersDay",14/05/2017
"They surely are with us in every step of the way! Hareem Farooq wishes her mom a very #HappyMothersDay.
#KhaadiMom #ThanksMom",14/05/2017
"Maheen Taseer celebrates Mother's Day with Khaadi. 
#KhaadiMom #ThanksMom #happymothersday",14/05/2017
"A very important Mother's Day message from Nadia Hussain. 
#KhaadiMom #ThanksMom #happymothersday",14/05/2017
"Ali Rehman Khan, Mother's Day wish for his mother. 
#KhaadiMom #ThankMom #happymothersday",14/05/2017
"""Mama you're just WOW"" - Tapu Javeri 
#KhaadiMom #ThanksMom",14/05/2017
"Some heart touching words for his mother - Junaid Khan. 
#KhaadiMom #ThanksMom",14/05/2017
Ronak Lakani wishing everyone a very Happy Mother's Day! #KhaadiMom #ThanksMom,14/05/2017
"Even for #MothersDay, play the special tribute to mothers by Khaadi & get a chance to win presents for her! All at http://patari.pk/khaadi",13/05/2017
Eid kay kaprey kharidne ka intizam done! Leaderboard is back with your chance to win @_Khaadi gift cards! Just go to http://patari.pk/khaadi,13/05/2017
"All moms are superheroes, Sarwat Gillani celebrates Mother’s Day with Khaadi!
#KhaadiMom #ThanksMom",13/05/2017
"It can’t get any sweeter than this!
See what lovely words Muneeb Butt has for his mother this Mother’s Day.
#KhaadiMom #ThanksMom",13/05/2017
"You’re irreplaceable!
Anoushey Ashraf celebrates Mother’s Day with Khaadi.
#KhaadiMom #ThanksMom",13/05/2017
"Ahmed Ali Butt thanks his mother for her love and support.
#KhaadiMom #ThanksMom",13/05/2017
"A shout out to all the moms, Shukriya. 
HAPPY MOTHER'S DAY!
#KhaadiMom #ThanksMom #MothersDay
https://youtu.be/ZhIGAtVQZU8 via 
@YouTube",12/05/2017
"A glimpse of what Meesha has coming your way! 
#KhaadiMom #ThanksMom",11/05/2017
"Meesha Shafi has something exciting coming your way this Mother's Day!
Stay tuned...
#KhaadiMom #ThanksMom",10/05/2017
"Celebrate Mother's day with a Khaadi gift card and make her feel like the luckiest mom in the world!
#KhaadiMom #ThanksMom",10/05/2017
"Show appreciation for the love and support she has given you, say thank you with a Khaadi gift card. 
#KhaadiMom",09/05/2017
"Khaadi gift card, an experience she'll remember and cherish forever. 
#KhaadiMom",09/05/2017
"This Mother’s Day, say thank you with a Khaadi gift card.  
#KhaadiMom #ThanksMom",09/05/2017
Two piece just got fancier.,08/05/2017
Complete the traditional look with this two piece suit.,08/05/2017
This fabulous BASIC daytime to night out top just hit the floor.,07/05/2017
Basic and ruffles are the season call out!,06/05/2017
Statement sleeves are all the rage this summer! Make some room for some teen basics.,05/05/2017
It's all about making a statement in these Swarovski pieces exclusively created by Sohail Abdullah.,03/05/2017
"Shoe love, true love! Let our comfy flats take you to places.",02/05/2017
This collection is a fusion of geometric patterns and subcontinental sensibilities.,01/05/2017
Wow them in these acrylic Swarovski statement pieces which are created exclusively for Khaadi Khaas by Sohail Abdullah.,01/05/2017
This collection is a blend of floral patterns and muted tones.,01/05/2017
Khaadi Fragrances are an amalgamation of smooth yet energetic scents perfect for every occasion.,29/04/2017
This collection rejoices heritage fashion by dedicating it to subcontinental patterns with a touch of baroque lace work.,28/04/2017
This fine intricate art of Swarovski crystal & laser formed acrylic statement pieces is created exclusively for  Khaas by Sohail Abdullah.,28/04/2017
This collection exudes bold Ikat prints with a fusion of Uzbek and Suzani patterns.,28/04/2017
Drape yourself in floral silhouettes this season.,27/04/2017
Light up this season’s look with NEW summer styles from our Lawn collection! NOW available in stores and online.,27/04/2017
"Drawing on clean line and hand geometric forms, each component is exclusively created for Khaadi Khaas by Sohail Abdullah.",26/04/2017
Dress your little one in this blouse for a sunny day out!,24/04/2017
Make your evening wear more classy in this three piece embroidered suit with Chiffon dupatta.,23/04/2017
Step out this weekend in these platforms. #KhaadiFootwear,23/04/2017
"Shine a light on your weekend in our range of flats. #KhaadiFootwear #BlingitOn
Available in limited stores or at http://bit.ly/2ohYAli.",22/04/2017
Pep up your wardrobe with our range of trendy Khaadi footwear! #KhaadiFootwear,18/04/2017
"Introducing our ultimate footwear range with a pop of bright colours.
What's not to love? #KhaadiFootwear",17/04/2017
"Our mystical journey! #PFDC #KhaadiPFDC2017 #Khaadikhaasnomad #Khaadikhaaspsfw #khaadikhaaspfdc17
#khaadikhaas",15/04/2017
#Sneakpeek #KhaadiKhaasNoMad #PFDC,15/04/2017
Sneak peek of #KhaadiKhaasNoMad #Pfdc,15/04/2017
"The wait is finally over, Lawn Volume 2 is NOW available in stores and online!",15/04/2017
"Embark on Khaadi's Journey, be a part of our team. http://Careers.khaadi.com coming soon! #KhaadiCareers #KhaadiLEAD #KhaadiInternship",15/04/2017
Khaadi Lawn Vol 2 is now EXCLUSIVELY AVAILABLE ONLINE! Visit our website http://khaadionline.com to get your hands on our latest collection.,14/04/2017
"Khaadi Khaas Presents the NOMAD! #PFDC #SunsilkPK #FashionWeek
#PFDCSunsilkFashionWeek #PSFW2017 #KhaadiPFDC2017",14/04/2017
"Get up-to-the-minute PFDC updates as we go LIVE on Facebook and Instagram right from the runway! #SunsilkPK #FashionWeek
#KhaadiPFDC2017",14/04/2017
Be part of our mystical journey which takes you through the majestic silk route.,13/04/2017
"Showcasing an array of contemporary silhouettes, inspired by ancient designs.",13/04/2017
Give yourself a fashion update with our custom made style statement pieces!,10/04/2017
"Balance a pair of simple solid bottoms with this paisley-inspired kurta!
Available in stores and online at http://khaadionline.com.",09/04/2017
"Take your casual look to new levels with vibrant colours & paisley inspired patterns. 
Shop in stores and online at http://khaadionline.com.",09/04/2017
Make your occasions effortless with our easy to style new arrivals! Available in stores and online at http://khaadionline.com.,09/04/2017
Standout in this white look with a blend of colourful Paisley patterns! Shop in stores or at http://khaadi.com,09/04/2017
"Start your Sunday in this bright kurta with green & yellow paisley inspired patterns.
Shop in stores or online at http://khaadionline.com.",09/04/2017
Add elegance and charm to your dinner table with these hand painted Turkish ceramic bowls.,03/04/2017
Look elegant in this eye catching print!,03/04/2017
Keep it bright this spring!,02/04/2017
Celebrate colours this season with Khaadi Kids spring collection.,02/04/2017
Decorate your bathroom with these mandala porcelain accessories.,01/04/2017
Look uber glam in this two-piece printed lawn suit.,01/04/2017
Wow them in this 2 piece printed lawn suit.,31/03/2017
